code_cbna	libelle	AGEFLOW_MAX	AGEFLOW_MIN	C_Plant	CLONRATE	CNRATIO	DNA	ELLAER_INDK	ELLCONT	ELLCONT_INDK	ELLHUMUS_INDK	ELLLITE	ELLLITE_INDK	ELLMOIST	ELLMOIST_INDK	ELLMOISTVAR_INDK	ELLNIT	ELLNIT_INDK	ELLPH	ELLREAC_INDK	ELLSALT	ELLTEMP	ELLTEMP_INDK	FECUNDITY	GERMRATE	L_ANGLE	L_AREA	L_DRYM	L_FRESHM	L_THICK	LATSPR	LCCp	LD13C	LD15N	LDMC	Leaf_T_Strength	LKC	LNC	LPC	MAX_AGE	MOW_TOLERANCE_INDK	N_Plant	NBCHROM	Palatability	PL_H_flora_MIN	PL_REPR_H	PL_VEG_H	PL_VEG_H_max	ROOT_DEPTH_INDK	SEED_LONGEVITY_INDK	SEEDH	SEEDL	SEEDM	SEEDW	SLA	APOM	CATTLE	CHANGE_TENDENCY_INDK	CLONAab	CLONAbel	DEER	DIASPTYPE	DICH	DISP	DISP_INDK	DISP_VITTOZ	DOM_IN_SITU_INDK	ECOLOGICAL_GRP_INDK	ELLAER_INDK_VAR	ELLCONT_INDK_VAR	ELLHUMUS_INDK_VAR	ELLLITE_INDK_VAR	ELLMOIST_INDK_VAR	ELLNIT_INDK_VAR	ELLREAC_INDK_VAR	ELLSALT_INDK	ELLTEMP_INDK_VAR	ENDEM	FLONSET_BEG_INDK	FLONSET_END_INDK	FRUIT	GERMREQ	GRAZ	GROWTHF	IMMIG_INVASIV_INDK	INFLO_DETAIL	INFLO_SIMPLE	L_ANAT	L_FORM	L_LONG	LHIST	LIFESPAN	LPERST_INDK	MAN_INFLUENCE_INDK	MEDIC_POISON_FX_INDK	MOW	MYCORR	NATURAL	NUTR	PLOIDY	POLL_2ND_INDK	POLL_MAIN_INDK	REPROD_INDK	REPSTRAT	ROOTMET	ROSET	SEEDPROD	STORAGE_ORGANS_INDK	STRAT_INDK	TAPROOT	VEG_DISP	WOODY	CODE_CBNA
170	Anthriscus sylvestris (L.) Hoffm. subsp. alpina (Vill.) Gremli [1874]							3		4	1	7	5		3	2		3.5		5			2																		2				30		40	50										=						Unassisted dispersal	endochory_epichory	7	scattered or in small groups		small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		June	July	Achene				idiochorophytes or indigenes	umbel of umbellules	umbel				Geophyte_Hemicryptophyte		partly wintergreen	close to nature (strictly urbanophobous)	medicinal			Indigenous	Chlorophyllian				polysexual					root swelling	css		bulbs	Herbaceous	170
171	Anthriscus sylvestris (L.) Hoffm. subsp. sylvestris		2		1		3.4	2	5	3	2	6.5	3	5	3	1	8	4		3			3.5																		4		8		60		75	100	3.5	2							intermediate forage value	=	Rooting stems				protandrous	Unassisted dispersal	endochory_epichory	7	in larger groups	fertilized meadow plants	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	large variation (II)		large variation (II)		April	September	Achene	Chilling	sensitive		presumably indigenous in some areas of the study region and widely spread later but after 1500 AD	umbel of umbellules	umbel	hygromorphic_mesomorphic	bipinnate	summer green	Geophyte_Hemicryptophyte	pluriennial	partly wintergreen	indifferent (urbanoneutral)	edible_medicinal			Indigenous	Chlorophyllian	diploid	entomogamous	entomogamous_ornithophilous	polysexual	Polycarpic	Primary storage root_Secondary storage root	Hemirosette plant_Rosette plant		root swelling	ccs	no_yes	bulbs	Herbaceous	171
178	Apium graveolens L.							1		2	3		4		4	2		4		4			4																											4								=							anthropochory_epichory		scattered	weeds and ruderal plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	salt dependant	small variation (I)		June	October					young species (archaeophytes)						Hemicryptophyte_Therophyte		wintergreen	moderatly hemerobic (moderately urbanophilous)	edible_medicinal						entomogamous	autogamous	hermaphroditic and normal sexual					root tuber	crs		no vegetative dispersal parts		178
182	Apium inundatum (L.) Reichenb. fil.							1	2	2	3	7	4	10	5	3	3	1.5	6	3	0	6	5				0.425	0.00105							130.37								11				26.5				0.75	2.75	0.4802	0.8	40.71			>	Stolons				protandrous	Hydrochory	epichory_hydrochory	1	in larger groups		small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	salt tolerant	small variation (I)		May	June	Achene				idiochorophytes or indigenes			helomorphic	pinnate	persistent green	Hemicryptophyte_Hydrophyte	pluriennial	wintergreen	moderately close to nature (moderately urbanophobous)				Indigenous	Chlorophyllian	diploid		autogamous_entomogamous	hermaphroditic and normal sexual	Polycarpic		Erosulate plant_Rosette plant		many thick non-lignified roots	css		creeping shoots or espaliers	Herbaceous	182
184	Apium nodiflorum (L.) Lag.						1.6	1	3	1	2	7	3	10	4.5	3	6.5	4	7	3	0	8	4.5				49.725	0.100510039525							110								11		20		42.5	60		4		1.88	0.53	1	61.95			>	Stolons_Transportable diaspores				protandrous	Hydrochory	boleochory_epichory	1	in larger groups	water plants	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	large variation (II)		small variation (I)		July	August	Achene	Immediate germination			idiochorophytes or indigenes			helomorphic	pinnate	persistent green	Helophyte_Hemicryptophyte_Hydrophyte	pluriennial	partly wintergreen	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian	diploid		entomogamous	hermaphroditic and normal sexual	Polycarpic		Erosulate plant_Hemirosette plant		many thick non-lignified roots	css		creeping shoots or espaliers	Herbaceous	184
188	Apium repens (Jacq.) Lag.							1	3	2	2	8	3	8	4.5	3	7	4	7	4	0	6	4				10.91																9.5		5		20	12			0.65	1.05	0.2208	0.65				>						Unassisted dispersal	boleochory_epichory	1	scattered or in small groups	wetland plants	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)	salt tolerant	small variation (I)		July	August	Achene				idiochorophytes or indigenes			helomorphic	pinnate	persistent green	Hemicryptophyte_Hydrophyte	pluriennial	partly wintergreen	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian	diploid		autogamous_entomogamous	hermaphroditic and normal sexual			Erosulate plant		many thick non-lignified roots	css		creeping shoots or espaliers	Herbaceous	188
190	Astrantia major L.											6						3														446.10710144						27.461645603						3																						7																																															190
192	Astrantia major L. subsp. involucrata (Koch) Cesati							1		3	2		3		3.5	1		3		4			2.5																	2	2								3									=							boleochory_epichory		scattered or in small groups	mountain plants	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		June	August					idiochorophytes or indigenes						Hemicryptophyte		decidous	moderately close to nature (moderately urbanophobous)	medicinal								polysexual					thick rhizome	ccs		basal lateral shoots		192
193	Astrantia major L. subsp. major	10	6					1	4	3	2	6	3	6	3.5	1	5	3	8	4		4	2.5	2000			118.06	0.443775							175.585					2	2		7		40	60	51.5	60	3		1.3	5.9	3.19	2.16	24.385		no or little forage value	=					protandrous	Unassisted dispersal	boleochory_epichory		scattered or in small groups	mountain plants	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		June	August	Achene				idiochorophytes or indigenes	umbel of umbellules	umbel	hygromorphic_mesomorphic	palmate	summer green	Hemicryptophyte	pluriennial	decidous	moderately close to nature (moderately urbanophobous)	medicinal	sensitive		Indigenous	Chlorophyllian	diploid_tetraploid			polysexual			Hemirosette plant		thick rhizome	ccs		basal lateral shoots	Herbaceous	193
197	Astrantia minor L.					17.301851145		1		3	3	7	3		3	1		2		2			2.5				13.425	0.0378	0.19059			423.95591735			194.0952045			24.31467652		7	1				20	25	10	15							36.514644075			=						Unassisted dispersal	boleochory_epichory	6	scattered	mountain plants	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)		large variation (II)		July	August	Achene				idiochorophytes or indigenes	umbel of umbellules	umbel				Hemicryptophyte		decidous	close to nature (strictly urbanophobous)				Indigenous	Chlorophyllian			entomogamous	polysexual					thick rhizome	ccs		basal lateral shoots	Herbaceous	197
199	Athamanta cretensis L.	5	3					3		4	1	8	5		2	1		1.5		5			2	2000			14.12	0.19264	0.9824			428.159637451172			205.719096116514			29.0117168426514		4				3	15	17.75	8.3	25	4		0.96	5.94	2.12	1.61	7.35902624151815			=						Unassisted dispersal	boleochory	1	scattered	mountain plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		May	July	Achene				idiochorophytes or indigenes	umbel of umbellules	umbel	mesomorphic_scleromorphic	bipinnate	persistent green	Hemicryptophyte	pluriennial	wintergreen	close to nature (strictly urbanophobous)	edible_medicinal			Indigenous	Chlorophyllian				hermaphroditic and normal sexual			Hemirosette plant		root swelling	css		basal lateral shoots	Herbaceous	199
205	Berula erecta (Hudson) Coville				6			1	3	3	2	8	4	10	5	3	6.5	3	7.5	4	0	6	3.5				37.455	0.16063352494							96.66								9		25	60	44	50	1.5		1.02	1.81	0.89	1.05	33.66			>		Stem-derived rhizomes				Unassisted dispersal	hydrochory	3	in larger groups	water plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)		small variation (I)		June	August	Achene	Immediate germination			idiochorophytes or indigenes	umbel of umbellules	umbel	helomorphic	pinnate	persistent green	Geophyte_Helophyte_Hemicryptophyte	pluriennial	wintergreen	moderately close to nature (moderately urbanophobous)	weakly to moderately poisonous			Indigenous	Chlorophyllian	diploid		entomogamous	hermaphroditic and normal sexual	Polycarpic		Erosulate plant		thick rhizome	css		above-ground runners_below-ground runners	Herbaceous	205
208	Bifora radians M. Bieb.							2	4	3	1	7	4	3	2	2		4	9	4		7	5				13.62	0.030075							126.92					1			10.5		30	42	40	50			3.28	3.5	11.19	3.32	43.87			>						Unassisted dispersal	boleochory_epichory	7	scattered	weeds and ruderal plants	large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)		small variation (I)		May	August	Achene				archaeophytes_neophytes	umbel of umbellules	umbel	mesomorphic	bipinnate	summer green	Therophyte	annual	decidous	moderatly hemerobic (moderately urbanophilous)	edible			Indigenous	Chlorophyllian	diploid		autogamous_entomogamous	polysexual			Hemirosette plant		no special organ to store energy	crr		no vegetative dispersal parts	Herbaceous	208
209	Bifora testiculata (L.) Sprengel in Schultes							2		3	1	7	4		2	2		3		4			5																						30		40	50					6.39					=						Unassisted dispersal	boleochory_epichory	2	scattered	weeds and ruderal plants	large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		April	June	Achene				archaeophytes	umbel of umbellules	umbel				Therophyte		decidous	moderatly hemerobic (moderately urbanophilous)	edible			Indigenous	Chlorophyllian				polysexual					no special organ to store energy	rrr		no vegetative dispersal parts	Herbaceous	209
215	Bunium bulbocastanum L.							2	2	2	2	7	4	4	2	1	4	3	9	4	0	7	4.5				7.44	0.03788							150.1								10.5		20	40	30	45			0.79	3.47	1.406	1.03	17.71			>						Unassisted dispersal	boleochory_epichory	7	scattered	unfertilized dry meadows	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		large variation (II)		June	July	Achene				idiochorophytes or indigenes	umbel of umbellules	umbel		bipinnate	summer green	Geophyte	pluriennial	decidous	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian	diploid		entomogamous	polysexual			Hemirosette plant		hypocotyl tuber	crs		no vegetative dispersal parts	Herbaceous	215
226	Bupleurum alpigenum Jordan & Fourr.							2		3	2	7	3		2.5	1		3		4			2.5																		2				45		60	75										>						Unassisted dispersal	boleochory_epichory	2	scattered or in small groups		small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)	West Alpine orophyte	July	August	Achene				idiochorophytes or indigenes	umbel of umbellules	umbel				Hemicryptophyte		decidous	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian				hermaphroditic and normal sexual					inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous	226
229	Bupleurum baldense Turra							3		2	1	8.5	5	3	1.5	1	2	1	8	4	0		4.5				5.53													1	1				6	26.5	22.75	15					0.386					>						Unassisted dispersal	boleochory_epichory	1	scattered		small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		May	July	Achene				idiochorophytes or indigenes	umbel of umbellules	umbel				Therophyte		decidous	moderately close to nature (moderately urbanophobous)				Indigenous	Chlorophyllian				hermaphroditic and normal sexual					no special organ to store energy	rrr		no vegetative dispersal parts	Herbaceous	229
233	Bupleurum falcatum L.							2		4	2	6	3	3	2.5	1	3	1.5	9	4	0		4				14.05	0.06247	0.2221			445.143356323242			261.564223928682			21.6128015518189			2				40	57.5	54	60	3		0.96	2.94	2.7648	1.22	21.5245557941687			>				one-seeded generative dispersule		Unassisted dispersal	boleochory_epichory	2	scattered or in small groups	unfertilized dry meadows	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		July	September	Achene				presumably indigenous in some areas of the study region and widely spread later but before 1500 AD						Chamaephyte_Hemicryptophyte		decidous	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian				hermaphroditic and normal sexual					inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous	233
234	Bupleurum falcatum L. subsp. cernuum (Ten) Arcangeli						2.9	2		4	2		3		1.5	1		1		4			4																		2		8															>							boleochory_epichory		scattered or in small groups	unfertilized dry meadows	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		July	August					idiochorophytes or indigenes	umbel of umbellules	umbel				Hemicryptophyte		decidous	moderately close to nature (moderately urbanophobous)	edible					diploid			hermaphroditic and normal sexual					inconspicuous reserve organ	crs		basal lateral shoots		234
237	Bupleurum falcatum L. subsp. falcatum						5.7	2		4	2		3		2.5	1		1		4			4																		2		8		40		50	60	3								little forage value	>					protandrous	Unassisted dispersal	boleochory_epichory		scattered or in small groups	unfertilized dry meadows	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		July	September	Achene		sensitive		presumably indigenous in some areas of the study region and widely spread later but before 1500 AD	umbel of umbellules	umbel	mesomorphic_scleromorphic	long-leaf	summer green	Chamaephyte_Hemicryptophyte	pluriennial	decidous	moderately close to nature (moderately urbanophobous)	edible	sensitive		Indigenous	Chlorophyllian	diploid			hermaphroditic and normal sexual			Hemirosette plant		inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous	237
240	Bupleurum fruticosum L.						2.5	2		3	2	8	4		1.5	1		2		4			5																				7		90		110	130					4.68					=						Unassisted dispersal	boleochory_epichory	2	scattered		large variation (II)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	large variation (II)		small variation (I)		April	September	Achene				idiochorophytes or indigenes	umbel of umbellules	umbel				Chamaephyte_Phanerophyte		decidous	moderately close to nature (moderately urbanophobous)				Indigenous	Chlorophyllian	diploid			hermaphroditic and normal sexual					thick lignified main roots	ccs		no vegetative dispersal parts	Frutescent	240
241	Bupleurum gerardii All.							2		4	2		4		1	1		2		4			4.5																		1																								boleochory_epichory		scattered		small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		May	July					archaeophytes						Therophyte		decidous	moderately close to nature (moderately urbanophobous)									hermaphroditic and normal sexual					no special organ to store energy	rrr		no vegetative dispersal parts		241
